price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,house_age,is_renovated,years_since_ren,sqft_ratio,zipcode
364900.0,3.0,3.0,2500,8304,2.0,0,0,3,2500,0,Kent,18,0,0,0.30102347983142685,98031
559000.0,3.0,1.5,2070,5386,1.0,0,0,4,1140,930,Seattle,67,0,0,0.38425839985149435,98117
213000.0,4.0,1.75,1980,9000,1.0,0,0,2,1480,500,Federal Way,37,0,0,0.2199755582713032,98023
620000.0,3.0,2.5,2590,7237,2.0,0,0,3,2590,0,Seattle,11,1,12,0.3578336557059961,98125
240000.0,4.0,1.0,1910,16320,1.5,0,0,3,1910,0,Seattle,81,1,37,0.11702714294467251,98106
852500.0,3.0,2.5,2630,10100,1.0,0,0,4,1580,1050,Bellevue,48,0,0,0.2603702603702604,98006
600000.0,3.0,2.5,2630,77972,2.0,0,0,3,2630,0,Duvall,11,1,12,0.03372962435714927,98019
410000.0,3.0,2.5,1960,4400,2.0,0,0,3,1960,0,Snoqualmie,9,0,0,0.4453533287889116,98065
328000.0,3.0,1.75,1440,45302,2.0,0,0,3,1440,0,Duvall,38,1,11,0.03178597443877889,98019
625000.0,3.0,1.75,2210,16200,1.0,0,0,3,1390,820,Bellevue,57,1,11,0.13641133263378805,98005
649950.0,4.0,2.5,2350,63162,2.0,0,0,4,2350,0,Woodinville,21,0,0,0.037205325902822856,98077
235000.0,3.0,1.0,1590,13000,1.5,0,0,3,1590,0,Burien,71,0,0,0.12229828474732712,98166
489000.0,3.0,3.5,1500,1249,2.0,0,0,3,1240,260,Seattle,11,1,12,1.2,98107
536000.0,3.0,2.5,1900,6224,2.0,0,0,3,1900,0,Sammamish,10,0,0,0.30522088353413657,98075
400000.0,4.0,3.5,2370,3692,2.5,0,0,3,2370,0,Renton,2,1,92,0.6417546709991877,98056
398000.0,3.0,2.5,1720,1715,2.0,0,0,3,1240,480,Seattle,11,1,12,1.0023310023310024,98136
379000.0,4.0,1.5,2020,7560,1.0,0,0,4,2020,0,Renton,55,1,14,0.26716042851474675,98059
345000.0,2.0,1.5,1340,1210,2.0,0,0,3,1120,220,Seattle,7,0,0,1.106523534269199,98144
365000.0,3.0,2.5,1800,2700,2.0,0,0,3,1800,0,Seattle,4,0,0,0.6664198445020363,98126
315000.0,3.0,2.5,1480,1590,2.0,0,0,3,1150,330,Seattle,5,0,0,0.9302325581395349,98106
571000.0,4.0,2.0,2750,7807,1.5,0,0,5,2250,500,Seattle,99,0,0,0.352202868852459,98125
1025000.0,5.0,4.0,3760,28040,2.0,0,0,3,3760,0,Kirkland,32,1,6,0.13408936913804786,98033
695000.0,3.0,2.75,2540,4694,2.0,0,0,3,2540,0,Sammamish,10,0,0,0.5410010649627263,98074
225000.0,3.0,1.75,1760,26055,1.0,0,0,3,920,840,Covington,36,1,1,0.06754682222904514,98042
740000.0,3.0,2.5,3000,25341,2.0,0,0,3,3000,0,Redmond,20,0,0,0.11838055402099282,98053
315000.0,4.0,2.5,1930,9643,2.0,0,0,4,1930,0,Kent,23,0,0,0.20012442969722108,98031
1230000.0,4.0,2.5,3040,7000,2.0,0,0,3,3040,0,Mercer Island,14,0,0,0.43422368233109554,98040
420000.0,2.0,1.0,860,3880,1.0,0,0,4,860,0,Seattle,99,0,0,0.22159237309971658,98117
310000.0,3.0,1.75,1420,7650,1.0,0,0,4,1100,320,Renton,31,0,0,0.18559665403215267,98056
700000.0,3.0,2.0,2080,3880,1.0,0,0,5,1160,920,Seattle,61,0,0,0.535944344241175,98117
269000.0,3.0,2.5,1560,4200,2.0,0,0,3,1560,0,Maple Valley,12,0,0,0.3713401571054511,98038
369990.0,4.0,2.5,1960,7133,2.0,0,0,3,1960,0,Renton,13,0,0,0.27474067844126715,98056
800000.0,3.0,2.25,1620,4500,2.0,0,0,4,1620,0,Seattle,89,1,22,0.35992001777382804,98119
569000.0,5.0,3.0,3670,10583,1.0,0,0,5,2060,1610,Lake Forest Park,63,1,17,0.3467498110355253,98155
175000.0,6.0,1.5,1930,8400,1.0,0,0,3,1030,900,Burien,44,0,0,0.22973455541007023,98146
440000.0,3.0,1.5,1290,1286,3.0,0,0,3,1290,0,Seattle,15,0,0,1.0023310023310024,98103
435000.0,5.0,2.25,1970,15247,1.0,0,0,3,1450,520,Fall City,29,0,0,0.12919727177334733,98024
345000.0,3.0,1.75,1540,6909,1.0,0,0,4,920,620,Shoreline,60,1,6,0.22286541244573083,98155
558000.0,4.0,2.0,2180,3870,1.0,0,0,3,1020,1160,Seattle,115,1,10,0.5631619736502196,98122
475000.0,2.0,1.75,1490,224334,1.0,0,2,3,1490,0,Auburn,32,1,6,0.006641852586533533,98092
490000.0,3.0,2.0,2220,10275,2.0,0,0,3,1640,580,Issaquah,35,0,0,0.2160373686259245,98027
335000.0,3.0,1.75,2430,9133,1.0,0,0,4,1410,1020,Renton,37,1,15,0.2660389752572805,98059
350000.0,2.0,0.75,1392,43710,1.5,0,0,4,1392,0,Vashon,37,1,15,0.03184553087323557,98070
100000.0,4.0,1.0,1120,2685,1.0,0,0,3,860,260,Renton,76,1,46,0.41697691734921816,98057
417500.0,4.0,1.0,1390,10800,1.5,0,0,4,1390,0,Seattle,74,1,17,0.12869178779742615,98177
253000.0,3.0,1.75,2040,7281,1.0,0,0,3,1020,1020,Tukwila,53,1,12,0.2801428179071684,98188
1240000.0,5.0,3.0,2830,7500,2.0,0,0,3,2460,370,Seattle,92,1,17,0.37728302892947607,98105
490000.0,4.0,2.5,3020,8302,2.0,0,0,4,3020,0,Covington,21,0,0,0.3637239551969168,98042
470000.0,3.0,1.75,2290,14800,1.0,0,0,3,1620,670,Lake Forest Park,50,1,22,0.1547192757246132,98155
483300.0,4.0,2.0,1210,11100,1.0,0,0,4,1210,0,Bellevue,60,1,6,0.10899918926222862,98006
659000.0,3.0,2.5,2510,6320,2.0,0,0,3,2510,0,Sammamish,19,0,0,0.3970890681854137,98075
480000.0,4.0,1.75,2320,4322,1.0,0,0,3,1140,1180,Seattle,105,1,9,0.5366643534582466,98144
165000.0,3.0,1.0,970,6600,1.0,0,0,3,970,0,Burien,50,1,22,0.14694743220724132,98168
659500.0,3.0,1.75,1820,5500,1.0,0,0,4,1620,200,Seattle,58,1,14,0.33084893655698966,98115
219900.0,3.0,1.0,970,7742,1.0,0,0,4,970,0,Federal Way,48,0,0,0.1252744414309699,98003
315000.0,2.0,1.0,1740,3622,1.0,0,0,4,950,790,Seattle,91,0,0,0.4802649737786365,98118
250000.0,3.0,1.75,1590,7560,1.0,0,0,3,1130,460,Kent,31,0,0,0.21028964422695412,98031
268000.0,2.0,1.0,1380,5000,1.0,0,0,3,870,510,Seattle,72,1,13,0.27594481103779245,98108
380000.0,4.0,1.5,1680,11123,1.0,0,0,3,1130,550,Shoreline,56,1,26,0.15102481121898598,98177
499000.0,2.0,1.0,1220,3000,1.0,0,0,3,920,300,Seattle,89,1,12,0.4065311562812396,98117
285000.0,2.0,2.0,1651,18200,1.0,0,0,3,1651,0,Vashon,69,0,0,0.0907093016867205,98070
183000.0,3.0,1.75,1330,9200,1.0,0,0,4,1330,0,Auburn,42,0,0,0.14454950548853385,98092
1070000.0,3.0,3.0,2940,4622,2.0,0,0,4,2230,710,Seattle,27,0,0,0.6359506813757301,98105
429000.0,3.0,3.25,1410,1246,3.0,0,0,3,1410,0,Seattle,10,0,0,1.1307137129109863,98103
403000.0,2.0,1.0,1100,3598,1.0,0,0,4,1100,0,Seattle,89,1,22,0.30564045568213394,98144
375500.0,3.0,1.5,1530,7200,1.0,0,0,3,1530,0,Lake Forest Park,40,0,0,0.2124704902096931,98155
1795000.0,5.0,3.25,5270,17232,2.0,0,1,3,4010,1260,Mercer Island,38,1,12,0.3058086229907735,98040
516200.0,3.0,2.0,2110,5150,1.0,0,0,5,1080,1030,Seattle,96,1,81,0.40962919821393906,98118
385000.0,4.0,1.75,1720,8750,1.0,0,0,3,860,860,Kirkland,44,0,0,0.1965489658324763,98034
515000.0,3.0,2.5,1800,5001,2.0,0,0,3,1800,0,Kirkland,19,0,0,0.3598560575769692,98034
375000.0,4.0,2.5,2210,9427,2.0,0,0,3,2210,0,Burien,16,0,0,0.23440814594823928,98148
650000.0,4.0,2.25,2560,9731,2.0,0,0,4,2560,0,Kirkland,42,0,0,0.26304973284011507,98034
306888.0,2.0,1.5,1010,7719,2.0,0,0,3,1010,0,Renton,34,1,2,0.13082901554404144,98056
870000.0,4.0,2.5,3340,12248,2.0,0,1,3,2470,870,Seattle,17,1,9,0.2726753204343212,98126
310000.0,4.0,1.0,1740,11075,1.5,0,0,3,1740,0,Shoreline,50,1,22,0.1570964247020585,98133
251750.0,3.0,2.0,1320,7200,1.0,0,0,5,1320,0,Kent,40,0,0,0.18330787390640188,98031
366000.0,3.0,1.75,1520,8625,1.0,0,0,3,1520,0,Bothell,39,0,0,0.1762114537444934,98011
429950.0,3.0,1.5,2010,9480,1.0,0,0,3,1570,440,Seattle,64,1,21,0.21200295327497098,98125
710000.0,3.0,3.5,2440,3427,2.0,0,0,3,1990,450,Bellevue,15,0,0,0.7117852975495916,98005
895000.0,5.0,2.5,2550,20875,1.0,0,0,4,1610,940,Bellevue,62,1,32,0.12214983713355049,98004
149500.0,3.0,1.0,1010,9450,1.0,0,0,4,1010,0,Des Moines,56,0,0,0.10686699820124855,98198
310000.0,3.0,2.5,1780,6771,1.0,0,0,3,1230,550,Seattle,25,1,6,0.26284701712935615,98106
555000.0,3.0,2.0,2180,4976,1.5,0,2,4,1680,500,Seattle,85,0,0,0.43801486839461523,98126
750000.0,5.0,3.25,2750,7500,2.0,0,1,3,2150,600,Kirkland,78,1,18,0.3666177842954273,98033
745000.0,4.0,3.25,3490,7024,2.0,0,0,3,3490,0,Sammamish,9,0,0,0.496797153024911,98075
695000.0,3.0,2.5,2550,45254,2.0,0,0,3,2550,0,Redmond,14,0,0,0.056347364932051704,98053
433000.0,3.0,1.75,1870,7189,1.0,0,0,3,1270,600,Seattle,56,1,26,0.26008344923504867,98118
307000.0,4.0,1.0,1150,8184,1.5,0,0,3,1150,0,Shoreline,68,1,3,0.14050091631032377,98155
655275.0,3.0,1.75,2050,11856,1.0,0,0,3,1460,590,Bellevue,53,1,12,0.17289364932107615,98006
392000.0,4.0,2.75,1940,6555,2.0,0,0,3,1940,0,Maple Valley,25,1,6,0.29591214154972545,98038
1180000.0,5.0,3.75,3630,6000,1.5,0,0,3,2470,1160,Kirkland,11,1,12,0.6048991834694217,98033
359950.0,3.0,1.75,1890,9100,2.0,0,0,4,1890,0,Shoreline,63,0,0,0.20766948686957476,98133
360000.0,4.0,2.0,1630,10375,1.0,0,0,5,1630,0,Woodinville,47,0,0,0.15709329221279877,98077
566000.0,4.0,1.75,2440,5000,1.0,0,0,3,1340,1100,Seattle,61,1,10,0.4879024195160968,98117
700000.0,5.0,2.75,3100,9825,2.0,0,2,4,3100,0,Seattle,65,1,33,0.3154895176063505,98125
415000.0,3.0,2.5,2090,6045,2.0,0,0,3,2090,0,Renton,15,0,0,0.3456830962619914,98056
199500.0,3.0,1.0,920,9812,1.0,0,0,4,920,0,Auburn,53,0,0,0.09375318455110568,98001
749000.0,3.0,1.0,1580,5000,1.5,0,0,3,1580,0,Seattle,89,1,12,0.31593681263747253,98117
680000.0,3.0,1.75,1760,8400,1.0,0,0,4,1460,300,Seattle,55,1,14,0.2094988691822402,98136
400000.0,4.0,2.5,2530,7563,1.0,0,0,3,1440,1090,Bothell,37,0,0,0.334479111581174,98011
608000.0,4.0,2.75,2490,9714,1.0,0,0,4,1400,1090,Bothell,32,0,0,0.25630468347915597,98011
589900.0,4.0,4.5,3870,35889,2.0,0,0,3,2530,1340,Issaquah,14,0,0,0.10782947896349958,98027
480000.0,5.0,2.5,2732,9500,1.0,0,2,4,1870,862,Federal Way,40,0,0,0.28754867908641196,98003
1059500.0,5.0,3.25,3230,3825,2.0,0,0,3,2480,750,Seattle,1,0,0,0.8442237323575535,98117
915000.0,6.0,3.75,2930,14980,2.0,0,3,3,2930,0,Bellevue,2,1,92,0.19558106935451572,98006
695000.0,4.0,3.5,3510,9364,2.0,0,0,3,3510,0,Snoqualmie,14,0,0,0.37479978643886813,98065
899900.0,4.0,2.5,2580,3909,2.0,0,0,3,2580,0,Kirkland,2,1,92,0.659846547314578,98033
499950.0,2.0,2.25,1060,1208,2.0,0,0,3,940,120,Seattle,10,0,0,0.8767576509511993,98102
533112.0,4.0,2.75,2790,8853,2.0,0,0,3,2790,0,North Bend,2,1,92,0.31511181386943754,98045
303210.0,4.0,2.5,2009,5000,2.0,0,0,3,2009,0,Auburn,1,0,0,0.40171965606878624,98092
525000.0,5.0,2.75,2880,8364,2.0,0,0,3,2880,0,Renton,9,0,0,0.3442916915720263,98059
399950.0,2.0,1.0,710,1157,2.0,0,0,4,710,0,Seattle,72,0,0,0.613126079447323,98102
850830.0,3.0,2.5,2070,13241,1.5,0,0,5,1270,800,Seattle,105,0,0,0.15632079746261893,98102
371500.0,3.0,2.0,1370,8336,1.0,0,0,5,1370,0,Shoreline,51,0,0,0.1643276958138419,98133
522000.0,3.0,1.75,1730,8400,1.0,0,0,4,1400,330,Redmond,35,0,0,0.2059278657302702,98052
588000.0,4.0,2.0,1680,5000,1.0,0,0,3,980,700,Seattle,65,1,10,0.3359328134373125,98115
276900.0,2.0,1.0,1350,10096,1.0,0,2,4,1350,0,North Bend,63,0,0,0.13370308012280877,98045
248000.0,5.0,1.5,1510,9078,1.0,0,0,4,1510,0,SeaTac,56,0,0,0.16631787641810772,98168
280000.0,3.0,2.5,1860,6607,2.0,0,0,3,1860,0,Federal Way,26,0,0,0.2814769975786925,98023
495000.0,6.0,5.0,3440,4500,2.0,0,0,3,3280,160,Renton,8,0,0,0.7642746056431904,98057
665000.0,6.0,3.0,4250,4400,2.5,0,0,4,3020,1230,Seattle,113,0,0,0.9656896159963645,98118
290300.0,2.0,1.0,860,3874,1.0,0,0,4,860,0,Renton,84,0,0,0.22193548387096773,98057
527000.0,2.0,1.75,1640,4080,1.0,0,0,3,840,800,Seattle,94,1,15,0.4018622886547415,98105
487028.0,2.0,1.5,1295,1093,2.0,0,0,3,1105,190,Seattle,8,0,0,1.1837294332723949,98122
325000.0,3.0,1.75,1790,27427,1.0,0,0,3,1130,660,Snoqualmie,37,0,0,0.06526177628700598,98065
799000.0,3.0,1.5,2210,6300,1.5,0,0,5,2210,0,Seattle,99,0,0,0.3507379780987145,98144
7062500.0,5.0,4.5,10040,37325,2.0,1,2,3,7680,2360,Bellevue,75,1,14,0.2689814070621015,98004
354000.0,3.0,1.0,940,10368,1.0,0,0,3,940,0,Redmond,50,1,22,0.09065483653197029,98052
262500.0,3.0,1.5,1160,8906,1.0,0,0,3,1160,0,Seattle,53,1,12,0.13023464690692713,98118
560200.0,3.0,2.5,1990,3984,2.0,0,0,3,1990,0,Sammamish,11,1,12,0.4993726474278545,98075
220000.0,3.0,1.0,1050,6300,1.0,0,0,3,1050,0,Seattle,73,1,16,0.16664021583875574,98146
650000.0,2.0,1.0,1030,5750,1.0,0,0,5,1030,0,Seattle,87,1,45,0.17909928708050774,98116
435000.0,3.0,2.5,1420,2581,3.0,0,0,3,1420,0,Seattle,11,1,12,0.5499612703330752,98133
800000.0,4.0,3.75,2690,4000,2.0,0,3,4,2120,570,Seattle,106,1,26,0.6723319170207448,98119
1010000.0,4.0,2.5,3760,29224,2.0,0,0,3,3760,0,Redmond,28,1,15,0.12865697177074423,98052
200000.0,2.0,1.0,700,4700,1.0,0,0,5,700,0,Renton,62,0,0,0.14890448840672196,98056
295000.0,5.0,3.5,2100,5107,2.0,0,0,3,1410,690,Seattle,16,0,0,0.4111198120595145,98178
580379.0,4.0,2.75,2240,27820,1.5,0,0,4,2240,0,Sammamish,39,1,23,0.08051471909708494,98075
875000.0,4.0,2.5,3470,32109,2.0,0,0,3,3470,0,Woodinville,20,0,0,0.10806602304578013,98077
515000.0,3.0,2.5,3370,19585,2.0,0,0,3,3200,170,Shoreline,64,1,21,0.17206167670785255,98133
599000.0,4.0,2.5,2790,230868,2.0,0,0,3,2790,0,Woodinville,26,0,0,0.012084775348790872,98077
285000.0,3.0,2.5,1870,4060,2.0,0,0,3,1870,0,Kent,10,0,0,0.4604777148485595,98042
290000.0,3.0,1.75,1520,15090,1.0,0,0,4,1520,0,Maple Valley,47,0,0,0.10072228480551322,98038
355000.0,1.0,1.75,750,20339,1.0,0,0,4,550,200,Renton,69,1,26,0.03687315634218289,98059
381000.0,3.0,1.5,1460,11407,1.0,0,0,3,1460,0,Lake Forest Park,61,1,10,0.1279803646563815,98155
571000.0,3.0,2.5,2600,7465,2.0,0,0,3,2600,0,Bothell,27,1,15,0.34824537905170105,98011
852600.0,4.0,2.5,3320,11901,2.0,0,0,5,2650,670,Bellevue,38,0,0,0.27894471517392033,98006
1085000.0,5.0,2.5,2340,6000,2.0,0,0,4,2340,0,Seattle,93,0,0,0.3899350108315281,98144
371000.0,3.0,1.0,890,7200,1.0,0,0,3,890,0,Seattle,64,1,21,0.12359394528537702,98125
514000.0,3.0,1.75,1720,5899,1.0,0,1,3,1220,500,Seattle,29,0,0,0.29152542372881357,98136
386000.0,3.0,1.5,1270,1318,2.0,0,0,3,1080,190,Seattle,11,1,12,0.9628506444275967,98199
464000.0,4.0,2.5,2180,7203,2.0,0,0,4,2180,0,Renton,26,0,0,0.3026096612992782,98059
335000.0,4.0,2.25,2030,13500,1.0,0,0,3,1230,800,Renton,52,1,7,0.15035923264943338,98059
740000.0,4.0,2.75,2490,17833,2.0,0,2,3,1490,1000,Seattle,36,1,1,0.13962094874957945,98125
465000.0,4.0,1.75,1470,5350,1.0,0,0,3,980,490,Seattle,60,1,10,0.2747150065408335,98125
700000.0,3.0,2.75,2500,7378,1.0,0,0,5,1390,1110,Seattle,67,1,30,0.3387992952974658,98177
785000.0,3.0,3.5,4500,21870,2.0,0,0,3,4500,0,Auburn,11,1,12,0.2057519089204883,98092
350000.0,3.0,3.25,1460,1592,2.0,0,0,3,1130,330,Seattle,9,0,0,0.9165097300690521,98126
148000.0,1.0,1.0,620,8261,1.0,0,0,3,620,0,Seattle,76,1,46,0.07504236262406197,98106
530000.0,3.0,1.75,1550,3680,1.0,0,0,3,1050,500,Seattle,88,1,4,0.4210812279271937,98117
349000.0,3.0,2.5,1430,1002,3.0,0,0,3,1430,0,Seattle,13,0,0,1.4257228315054835,98103
240000.0,3.0,1.5,1360,9760,1.5,0,0,5,1360,0,North Bend,31,0,0,0.13932998668169244,98045
330000.0,3.0,2.5,2210,7557,2.0,0,0,3,2210,0,Federal Way,26,0,0,0.2924053982535062,98023
735000.0,4.0,1.75,2460,5100,1.5,0,0,5,1450,1010,Seattle,106,1,27,0.48225838070966476,98115
545000.0,3.0,2.5,2180,15693,1.0,0,0,4,1850,330,Sammamish,36,0,0,0.13890658850516122,98075
214950.0,3.0,1.75,1570,4875,1.0,0,0,4,1310,260,Covington,38,0,0,0.32198523379819527,98042
657500.0,4.0,2.75,4140,24190,2.0,0,0,3,4140,0,Auburn,13,0,0,0.17113802653879542,98092
476000.0,3.0,1.0,1140,5500,1.5,0,0,4,1140,0,Seattle,107,0,0,0.20723504817305943,98199
2888000.0,5.0,6.25,8670,64033,2.0,0,4,3,6120,2550,Seattle,50,1,12,0.1353968204391417,98177
110000.0,2.0,1.0,800,15000,1.0,0,0,3,800,0,Seattle,88,1,4,0.05332977801479901,98168
292000.0,4.0,2.75,2414,7693,2.0,0,0,3,2414,0,Auburn,9,0,0,0.3137509747855472,98002
317000.0,3.0,1.0,1160,8813,1.0,0,0,3,1160,0,Seattle,63,1,7,0.13160880417517587,98125
455000.0,4.0,2.5,3170,10688,2.0,0,2,3,3170,0,Auburn,14,0,0,0.29656656375713353,98001
1365000.0,5.0,3.5,4210,17258,2.0,0,3,3,4210,0,Bellevue,20,0,0,0.2439307028217162,98006
460000.0,3.0,2.0,2060,4437,1.0,0,0,3,1030,1030,Seattle,86,0,0,0.4641730509238396,98126
405000.0,3.0,2.0,1640,7201,1.0,0,0,3,1640,0,Seattle,67,1,21,0.22771452374340462,98125
333000.0,2.0,1.0,720,6686,1.0,0,0,3,720,0,Seattle,73,1,16,0.10767160161507403,98117
427000.0,4.0,1.0,1860,4736,1.5,0,0,1,1860,0,Seattle,114,0,0,0.39265357821405955,98112
742000.0,4.0,2.5,2810,10986,2.0,0,0,3,2810,0,Sammamish,18,0,0,0.2557568034950396,98075
465000.0,4.0,2.5,2090,9702,1.0,0,0,5,1320,770,Shoreline,50,0,0,0.21539729980418426,98133
809950.0,4.0,2.5,3280,6181,2.0,0,0,3,3280,0,Sammamish,14,0,0,0.5305726302167584,98074
619400.0,4.0,2.0,2090,3610,1.5,0,0,5,1790,300,Seattle,88,0,0,0.5787870396012185,98115
762400.0,3.0,1.75,2430,14607,1.0,0,1,3,1230,1200,Mercer Island,66,1,45,0.1663472070098576,98040
535000.0,5.0,2.25,2520,49222,2.0,0,0,4,2520,0,Issaquah,37,1,15,0.05119557930235865,98027
881000.0,5.0,3.0,2510,4125,1.5,0,3,5,1590,920,Seattle,90,0,0,0.6083373727581193,98144
813000.0,4.0,2.75,3370,6675,1.0,0,3,4,1920,1450,Seattle,67,0,0,0.5047932893948472,98144
234000.0,3.0,2.0,1640,5280,1.5,0,0,5,1640,0,Auburn,105,0,0,0.3105472448399924,98002
308900.0,3.0,2.5,2250,7294,2.0,0,0,3,2250,0,Auburn,21,0,0,0.30843043180260454,98092
450000.0,4.0,2.5,2300,19250,1.0,0,0,4,2300,0,North Bend,60,1,6,0.11947431302270012,98045
547500.0,3.0,3.5,1650,2262,3.0,0,0,3,1650,0,Seattle,5,0,0,0.7291206363234645,98103
399950.0,2.0,1.0,710,1131,2.0,0,0,4,710,0,Seattle,72,0,0,0.627208480565371,98102
516000.0,4.0,3.5,2550,8698,2.0,0,0,3,2550,0,Snoqualmie,8,0,0,0.2931371422002529,98065
250000.0,2.0,1.5,982,846,2.0,0,0,3,806,176,Seattle,9,0,0,1.1593860684769777,98133
475000.0,3.0,2.25,1630,2520,2.0,0,0,3,1630,0,Issaquah,10,0,0,0.646568821896073,98029
415000.0,4.0,2.5,2550,4500,2.0,0,0,3,2550,0,Renton,6,0,0,0.5665407687180627,98059
545000.0,2.0,1.25,1240,2150,2.0,0,0,3,1240,0,Seattle,1,0,0,0.5764760576476058,98117
329950.0,3.0,2.5,2456,7566,2.0,0,0,3,2456,0,Federal Way,3,1,103,0.3245671996828334,98023
1325000.0,5.0,2.25,3200,20158,1.0,0,0,3,1600,1600,Clyde Hill,50,1,22,0.15873803264050795,98004
784000.0,3.0,3.5,3950,111078,1.5,0,0,3,2460,1490,Redmond,26,0,0,0.03556027692002989,98053
610750.0,4.0,2.25,2180,7297,2.0,0,0,3,2180,0,Sammamish,31,0,0,0.29871197588380377,98074
578000.0,4.0,2.5,3140,9225,1.0,0,2,5,1770,1370,Renton,49,0,0,0.34034251029698676,98057
1485000.0,4.0,3.75,4030,10800,2.0,0,0,3,4030,0,Kirkland,9,0,0,0.37311360059253773,98033
501000.0,3.0,1.75,1970,7972,1.0,0,3,5,1370,600,Renton,39,0,0,0.24708390819014173,98057
465250.0,5.0,2.0,1940,7642,1.5,0,0,3,1940,0,Shoreline,58,1,15,0.25382703127044354,98177
2250000.0,5.0,4.25,4860,9453,1.5,0,1,5,3100,1760,Seattle,110,0,0,0.5140681193145759,98112
315000.0,2.0,1.0,970,5665,1.0,0,0,4,970,0,Seattle,107,0,0,0.17119661136604306,98118
900000.0,4.0,2.25,2460,44431,1.0,0,0,4,2460,0,Bellevue,58,1,14,0.05536550234065538,98007
789500.0,4.0,2.5,3010,6100,2.0,0,0,3,3010,0,Redmond,10,0,0,0.4933617439763973,98052
678500.0,3.0,2.0,2460,6600,1.0,0,2,4,1370,1090,Seattle,63,0,0,0.37267080745341613,98136
342500.0,3.0,2.0,2080,11375,1.0,0,0,3,2080,0,Enumclaw,13,0,0,0.1828410689170183,98022
860000.0,4.0,3.25,3960,7012,2.0,0,0,3,3960,0,Sammamish,10,0,0,0.5646656209895907,98075
306000.0,4.0,2.5,2490,8124,2.0,0,0,3,2490,0,Auburn,14,0,0,0.30646153846153845,98092
580000.0,5.0,2.0,2060,6000,2.0,0,0,3,2060,0,Seattle,112,1,10,0.3432761206465589,98105
405000.0,3.0,1.0,1330,15678,1.0,0,0,3,900,430,Sammamish,31,0,0,0.08482683844632949,98074
510000.0,3.0,1.75,1600,19200,1.0,0,0,4,1600,0,Kirkland,48,0,0,0.08332899328159991,98034
173000.0,2.0,1.0,820,10450,1.0,0,0,4,820,0,Renton,50,0,0,0.07846139125442542,98055
210000.0,4.0,1.75,1200,7680,1.0,0,0,3,1200,0,Auburn,47,1,18,0.1562296575966671,98092
445000.0,3.0,1.0,1050,5664,1.0,0,0,4,910,140,Seattle,68,1,27,0.1853486319505737,98115
585000.0,3.0,2.5,1910,1501,2.5,0,0,3,1530,380,Seattle,8,0,0,1.2716378162450066,98199
381000.0,3.0,1.75,1800,6000,1.0,0,0,5,900,900,Shoreline,65,0,0,0.2999500083319447,98155
890000.0,3.0,2.25,2060,8640,1.0,0,0,4,2060,0,Kirkland,49,0,0,0.23839833352621223,98033
235000.0,3.0,1.75,1840,9697,1.0,0,0,4,1500,340,Kent,30,0,0,0.18972984120437203,98030
480000.0,3.0,2.5,1250,1103,3.0,0,2,3,1250,0,Seattle,10,0,0,1.1322463768115942,98103
575000.0,2.0,1.0,1510,4032,1.5,0,0,3,1310,200,Seattle,80,1,41,0.3744111083560625,98199
350000.0,4.0,2.25,2300,4600,1.5,0,0,4,1340,960,Seattle,111,0,0,0.49989132797217994,98144
259000.0,4.0,1.5,1490,7560,2.0,0,0,3,1490,0,Des Moines,49,1,52,0.19706388043909537,98198
599000.0,5.0,2.75,2820,4608,1.0,0,0,3,1450,1370,Seattle,48,1,4,0.611846387502712,98117
210000.0,4.0,1.5,1130,7840,1.0,0,0,4,1130,0,Federal Way,45,0,0,0.14411427113888534,98023
1184000.0,4.0,2.5,3200,7500,1.5,0,1,5,1860,1340,Seattle,67,1,30,0.42660978536195177,98115
545000.0,3.0,1.0,1510,5000,1.5,0,0,3,1510,0,Seattle,106,1,11,0.30193961207758446,98105
299995.0,3.0,2.5,1970,7500,2.0,0,0,3,1970,0,Auburn,27,1,15,0.26263164911345155,98092
440000.0,3.0,1.0,1210,5750,1.5,0,0,4,1210,0,Seattle,105,0,0,0.2103981916188489,98136
699000.0,4.0,2.5,3280,27441,2.0,0,0,3,3280,0,Redmond,19,0,0,0.11952481597551198,98053
795000.0,3.0,2.0,2420,17859,1.0,0,1,5,1500,920,Kirkland,36,0,0,0.135498320268757,98034
445000.0,5.0,1.75,2460,6846,1.5,0,0,5,1340,1120,Seattle,104,1,31,0.3592814371257485,98108
397990.0,3.0,1.0,1180,11862,1.0,0,0,4,1180,0,Seattle,67,0,0,0.09946893703110511,98177
706000.0,3.0,2.75,1900,6400,1.0,0,0,5,1410,490,Seattle,73,0,0,0.2968286205280425,98105
363000.0,3.0,3.25,1651,1779,2.0,0,0,3,1341,310,Seattle,7,0,0,0.9275280898876405,98133
850000.0,4.0,2.25,2130,11843,2.0,0,0,4,2130,0,Mercer Island,43,0,0,0.17983789260385005,98040
620000.0,2.0,1.0,1430,3000,1.5,0,0,3,1300,130,Seattle,86,0,0,0.47650783072309233,98112
1228000.0,4.0,2.5,5730,44947,2.0,0,4,3,4280,1450,Sammamish,24,0,0,0.1274806443000801,98074
333000.0,4.0,2.5,1910,9244,1.0,0,0,4,1910,0,Renton,52,0,0,0.206598161168199,98059
743000.0,3.0,1.75,2110,11250,1.0,0,0,4,2110,0,Mercer Island,54,1,14,0.18753888543240602,98040
